Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Dolophen,Antibiotic,Tablet,313 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprophen,Analgesic,Drops,112 mg,CSL Limited,Pain,Prescription
Ibuprovir,Antifungal,Capsule,536 mg,Bayer AG,Depression,Over-the-Counter
Cefmet,Antibiotic,Inhaler,235 mg,CSL Limited,Fungus,Prescription
Amoxinazole,Antidepressant,Cream,160 mg,Biogen Inc.,Diabetes,Prescription
Ibuprophen,Antipyretic,Injection,352 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Amoxiphen,Antiviral,Inhaler,182 mg,Johnson & Johnson,Pain,Prescription
Dolonazole,Antiseptic,Capsule,449 mg,Roche Holding AG,Fever,Over-the-Counter
Cefmycin,Antiseptic,Capsule,857 mg,Amgen Inc.,Fungus,Over-the-Counter
Cefvir,Antibiotic,Inhaler,836 mg,Novartis AG,Fever,Prescription
Ibuprophen,Analgesic,Inhaler,51 mg,AbbVie Inc.,Fungus,Over-the-Counter
Ibuproprofen,Antiseptic,Syrup,816 mg,Novartis AG,Infection,Over-the-Counter
Acetovir,Antipyretic,Ointment,739 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextronazole,Antibiotic,Drops,796 mg,"Merck & Co., Inc.",Wound,Prescription
Dextrostatin,Antidiabetic,Tablet,257 mg,CSL Limited,Pain,Prescription
Acetomycin,Analgesic,Capsule,704 mg,AstraZeneca plc,Fungus,Over-the-Counter
Ibuprophen,Antibiotic,Ointment,447 mg,CSL Limited,Virus,Prescription
Dolostatin,Antidepressant,Capsule,759 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxiprofen,Antiviral,Capsule,202 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Cefcillin,Analgesic,Capsule,550 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Doloprofen,Analgesic,Drops,738 mg,Johnson & Johnson,Virus,Over-the-Counter
Dolostatin,Antibiotic,Ointment,563 mg,Roche Holding AG,Infection,Prescription
Ibuprophen,Analgesic,Injection,232 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Amoxiphen,Antidepressant,Inhaler,6 mg,AbbVie Inc.,Depression,Prescription
Ibupromycin,Antidepressant,Tablet,846 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Amoxiphen,Antibiotic,Inhaler,894 mg,Sanofi S.A.,Fever,Prescription
Amoxivir,Antidepressant,Drops,688 mg,Bayer AG,Diabetes,Over-the-Counter
Ibuprophen,Analgesic,Drops,232 mg,Bayer AG,Pain,Over-the-Counter
Dextromycin,Antiseptic,Drops,162 mg,GlaxoSmithKline plc,Virus,Prescription
Dolovir,Antidepressant,Inhaler,550 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetomet,Antidiabetic,Inhaler,405 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Acetophen,Antipyretic,Ointment,566 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dolostatin,Antiseptic,Tablet,364 mg,AbbVie Inc.,Infection,Prescription
Dolophen,Antiseptic,Drops,78 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Cefnazole,Antidepressant,Capsule,567 mg,AbbVie Inc.,Wound,Over-the-Counter
Amoxinazole,Antidiabetic,Syrup,219 mg,Eli Lilly and Company,Pain,Over-the-Counter
Ibuprostatin,Antiviral,Cream,135 mg,Eli Lilly and Company,Infection,Prescription
Cefmycin,Antibiotic,Injection,611 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Metophen,Antidiabetic,Syrup,453 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibupronazole,Antipyretic,Drops,948 mg,Sanofi S.A.,Fever,Over-the-Counter
Dextroprofen,Antidepressant,Inhaler,927 mg,Bayer AG,Virus,Over-the-Counter
Dolocillin,Antifungal,Inhaler,757 mg,Amgen Inc.,Pain,Over-the-Counter
Claristatin,Analgesic,Injection,731 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Clarivir,Antiseptic,Cream,949 mg,AbbVie Inc.,Wound,Prescription
Acetocillin,Antiviral,Cream,351 mg,Roche Holding AG,Fever,Prescription
Acetonazole,Antipyretic,Tablet,968 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Amoxicillin,Antiviral,Drops,246 mg,Sanofi S.A.,Virus,Over-the-Counter
Metonazole,Antibiotic,Ointment,665 mg,Eli Lilly and Company,Fever,Over-the-Counter
Ibuproprofen,Antiseptic,Ointment,877 mg,Johnson & Johnson,Fungus,Over-the-Counter
Ibupromycin,Antidepressant,Inhaler,173 mg,Eli Lilly and Company,Diabetes,Prescription
Dextronazole,Antibiotic,Injection,119 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Cefmycin,Antibiotic,Capsule,127 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Dolomycin,Analgesic,Capsule,155 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxiprofen,Antidiabetic,Tablet,130 mg,Amgen Inc.,Infection,Prescription
Ibupronazole,Antidiabetic,Injection,453 mg,AbbVie Inc.,Depression,Over-the-Counter
Dolovir,Analgesic,Capsule,721 mg,Bayer AG,Virus,Prescription
Dextronazole,Antiseptic,Injection,890 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Acetomycin,Antidepressant,Tablet,564 mg,AstraZeneca plc,Infection,Prescription
Ibuproprofen,Antiviral,Cream,109 mg,CSL Limited,Infection,Over-the-Counter
Cefmycin,Antifungal,Injection,376 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Metonazole,Antiviral,Tablet,98 mg,AbbVie Inc.,Fever,Prescription
Amoxivir,Antidiabetic,Ointment,93 mg,Sanofi S.A.,Virus,Prescription
Amoximet,Antifungal,Capsule,693 mg,AbbVie Inc.,Diabetes,Prescription
Acetonazole,Analgesic,Capsule,948 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Amoximycin,Antiviral,Inhaler,607 mg,CSL Limited,Depression,Prescription
Dextrovir,Analgesic,Syrup,723 mg,AbbVie Inc.,Depression,Over-the-Counter
Claristatin,Antidepressant,Ointment,245 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Metovir,Antibiotic,Injection,118 mg,"Merck & Co., Inc.",Diabetes,Prescription
Clarimet,Antidiabetic,Inhaler,804 mg,Novo Nordisk A/S,Pain,Prescription
Clarivir,Analgesic,Injection,471 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Amoxinazole,Analgesic,Drops,893 mg,GlaxoSmithKline plc,Depression,Prescription
Clariphen,Antiviral,Syrup,253 mg,CSL Limited,Diabetes,Over-the-Counter
Clariphen,Antibiotic,Tablet,480 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dolostatin,Antipyretic,Capsule,968 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Dextromet,Antifungal,Capsule,188 mg,Johnson & Johnson,Diabetes,Prescription
Metovir,Antiviral,Drops,700 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Cefprofen,Antidiabetic,Capsule,313 mg,Bayer AG,Wound,Prescription
Metophen,Analgesic,Drops,733 mg,AstraZeneca plc,Virus,Over-the-Counter
Ibuprocillin,Antidepressant,Ointment,299 mg,AstraZeneca plc,Diabetes,Prescription
Cefcillin,Antiseptic,Ointment,962 mg,Sanofi S.A.,Wound,Prescription
Cefmet,Analgesic,Drops,501 mg,Eli Lilly and Company,Wound,Over-the-Counter
Doloprofen,Antifungal,Injection,434 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Acetomet,Antiseptic,Tablet,504 mg,Novo Nordisk A/S,Wound,Prescription
Clariphen,Antifungal,Cream,834 mg,"Merck & Co., Inc.",Diabetes,Prescription
Claristatin,Antifungal,Tablet,838 mg,Eli Lilly and Company,Infection,Prescription
Metomet,Antipyretic,Injection,165 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Dolostatin,Analgesic,Drops,851 mg,Bristol-Myers Squibb Company,Fever,Prescription
Cefphen,Antidepressant,Tablet,228 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Ibuprophen,Antidiabetic,Capsule,137 mg,CSL Limited,Pain,Over-the-Counter
Metomet,Antipyretic,Syrup,501 mg,"Merck & Co., Inc.",Infection,Prescription
Ibupromet,Antiviral,Tablet,528 mg,Bayer AG,Depression,Prescription
Dolocillin,Antipyretic,Cream,269 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Dextroprofen,Antipyretic,Ointment,962 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Amoximet,Antibiotic,Inhaler,57 mg,Eli Lilly and Company,Depression,Prescription
Metoprofen,Antidiabetic,Tablet,339 mg,"Gilead Sciences, Inc.",Virus,Prescription
Ibuprophen,Antifungal,Inhaler,764 mg,Biogen Inc.,Fungus,Prescription
Metostatin,Antipyretic,Syrup,179 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Amoxivir,Analgesic,Inhaler,466 mg,Roche Holding AG,Infection,Over-the-Counter
Amoximet,Analgesic,Tablet,255 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefvir,Antipyretic,Tablet,919 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextromycin,Antipyretic,Ointment,816 mg,Roche Holding AG,Wound,Prescription
Metoprofen,Antibiotic,Cream,184 mg,GlaxoSmithKline plc,Diabetes,Prescription
Clarimet,Antiseptic,Drops,794 mg,AstraZeneca plc,Pain,Prescription
Ibuprophen,Antipyretic,Ointment,269 mg,AbbVie Inc.,Pain,Prescription
Cefvir,Antifungal,Injection,596 mg,Pfizer Inc.,Depression,Prescription
Amoxicillin,Antifungal,Drops,283 mg,Roche Holding AG,Diabetes,Over-the-Counter
Amoxiphen,Antidepressant,Inhaler,697 mg,Novo Nordisk A/S,Depression,Prescription
Acetomycin,Antibiotic,Injection,80 mg,Novartis AG,Infection,Prescription
Metostatin,Antiseptic,Drops,694 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Clarimycin,Antipyretic,Inhaler,831 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Dolovir,Antidiabetic,Ointment,478 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarivir,Antibiotic,Ointment,141 mg,Novartis AG,Infection,Over-the-Counter
Ibupromet,Analgesic,Tablet,694 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metostatin,Antifungal,Inhaler,494 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolomycin,Antidepressant,Capsule,308 mg,Bristol-Myers Squibb Company,Fever,Prescription
Clarimycin,Antibiotic,Syrup,776 mg,Johnson & Johnson,Infection,Prescription
Acetophen,Antiviral,Ointment,349 mg,"Merck & Co., Inc.",Infection,Prescription
Acetonazole,Analgesic,Injection,788 mg,Eli Lilly and Company,Fever,Prescription
Amoxicillin,Analgesic,Syrup,421 mg,Amgen Inc.,Fever,Prescription
Dolocillin,Antibiotic,Drops,824 mg,Roche Holding AG,Fever,Over-the-Counter
Ibupromet,Antidiabetic,Inhaler,293 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Amoxiprofen,Antiviral,Inhaler,712 mg,Sanofi S.A.,Wound,Over-the-Counter
Acetophen,Antipyretic,Drops,859 mg,Amgen Inc.,Diabetes,Over-the-Counter
Dextrocillin,Analgesic,Ointment,12 mg,Roche Holding AG,Wound,Prescription
Amoxiphen,Antipyretic,Drops,103 mg,"Merck & Co., Inc.",Fungus,Prescription
Cefnazole,Antibiotic,Tablet,463 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Dextrovir,Antidepressant,Injection,896 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Cefprofen,Antiviral,Injection,509 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibuprostatin,Antibiotic,Syrup,283 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Acetovir,Antiviral,Capsule,831 mg,Bayer AG,Fungus,Over-the-Counter
Cefcillin,Antibiotic,Inhaler,754 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Amoxistatin,Antifungal,Capsule,391 mg,Bayer AG,Fever,Over-the-Counter
Clariprofen,Antibiotic,Inhaler,905 mg,AstraZeneca plc,Infection,Over-the-Counter
Dolocillin,Analgesic,Cream,395 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Amoxiprofen,Antifungal,Ointment,651 mg,Novo Nordisk A/S,Wound,Prescription
Amoxiprofen,Antipyretic,Cream,83 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Dextrovir,Antibiotic,Inhaler,466 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Ibuprovir,Antipyretic,Syrup,173 mg,CSL Limited,Depression,Prescription
Dolostatin,Antidiabetic,Tablet,157 mg,CSL Limited,Virus,Over-the-Counter
Cefprofen,Antidiabetic,Ointment,802 mg,Bayer AG,Fever,Prescription
Clarivir,Antiseptic,Drops,637 mg,"Merck & Co., Inc.",Wound,Prescription
Doloprofen,Antidiabetic,Cream,194 mg,Novo Nordisk A/S,Depression,Prescription
Cefstatin,Analgesic,Drops,779 mg,Amgen Inc.,Fungus,Over-the-Counter
Acetomycin,Antiseptic,Tablet,474 mg,Sanofi S.A.,Virus,Over-the-Counter
Acetovir,Analgesic,Injection,213 mg,Eli Lilly and Company,Virus,Prescription
Clariprofen,Antibiotic,Capsule,43 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Amoxicillin,Antidiabetic,Inhaler,75 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Dolostatin,Antiseptic,Inhaler,128 mg,Roche Holding AG,Virus,Prescription
Metophen,Antifungal,Tablet,120 mg,Amgen Inc.,Infection,Prescription
Amoxiprofen,Antiviral,Tablet,871 mg,AbbVie Inc.,Virus,Prescription
Doloprofen,Antiviral,Inhaler,10 mg,Roche Holding AG,Fever,Prescription
Ibuprophen,Antifungal,Tablet,63 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoxiprofen,Antiseptic,Injection,121 mg,AstraZeneca plc,Depression,Over-the-Counter
Ibuprostatin,Antibiotic,Injection,389 mg,Novo Nordisk A/S,Fungus,Prescription
Dextromet,Antifungal,Injection,472 mg,CSL Limited,Virus,Over-the-Counter
Dolophen,Analgesic,Injection,431 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Amoxistatin,Antifungal,Syrup,680 mg,AstraZeneca plc,Fungus,Prescription
Ibuprophen,Analgesic,Tablet,813 mg,"Merck & Co., Inc.",Fungus,Prescription
Ibuprophen,Antifungal,Capsule,162 mg,CSL Limited,Fungus,Prescription
Clarinazole,Antidiabetic,Ointment,897 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Amoximet,Antidiabetic,Injection,839 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Amoxiprofen,Antifungal,Cream,310 mg,Bristol-Myers Squibb Company,Depression,Prescription
Ibuprovir,Antiviral,Ointment,537 mg,Sanofi S.A.,Wound,Prescription
Clarinazole,Antiviral,Injection,645 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Dolophen,Antiviral,Drops,11 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Acetovir,Antifungal,Syrup,19 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Amoxicillin,Antiviral,Syrup,22 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoximycin,Antifungal,Drops,774 mg,Roche Holding AG,Diabetes,Over-the-Counter
Dolovir,Antidepressant,Syrup,225 mg,AbbVie Inc.,Depression,Prescription
Clarinazole,Antipyretic,Capsule,40 mg,"Merck & Co., Inc.",Fever,Prescription
Metoprofen,Antidiabetic,Cream,674 mg,Pfizer Inc.,Fever,Over-the-Counter
Dolophen,Antiseptic,Ointment,734 mg,Amgen Inc.,Fever,Over-the-Counter
Dolomycin,Antiviral,Inhaler,90 mg,Roche Holding AG,Depression,Over-the-Counter
Dolophen,Antiseptic,Inhaler,652 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Clarivir,Antifungal,Cream,173 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Metonazole,Antidiabetic,Tablet,941 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Cefstatin,Analgesic,Drops,253 mg,AbbVie Inc.,Depression,Prescription
Amoximet,Antifungal,Drops,710 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dolovir,Antipyretic,Ointment,379 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Cefcillin,Antidiabetic,Syrup,932 mg,Novo Nordisk A/S,Pain,Prescription
Acetocillin,Antiseptic,Tablet,894 mg,CSL Limited,Pain,Prescription
Clarimet,Antipyretic,Ointment,469 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Dextrovir,Antiviral,Inhaler,748 mg,Pfizer Inc.,Infection,Prescription
Metophen,Analgesic,Drops,952 mg,Bayer AG,Diabetes,Prescription
Cefvir,Antidiabetic,Capsule,974 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Amoxicillin,Antiviral,Drops,615 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextromycin,Antiseptic,Cream,669 mg,Roche Holding AG,Fungus,Over-the-Counter
Clarimycin,Analgesic,Drops,725 mg,"Merck & Co., Inc.",Infection,Prescription
Claricillin,Antibiotic,Syrup,940 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibupromet,Antipyretic,Inhaler,631 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Dolomet,Antidepressant,Inhaler,423 mg,Eli Lilly and Company,Depression,Prescription
Dolophen,Antiseptic,Tablet,833 mg,Amgen Inc.,Fever,Prescription
Ibuprostatin,Antipyretic,Tablet,838 mg,AstraZeneca plc,Fever,Over-the-Counter
Clarimycin,Antidiabetic,Injection,31 mg,AbbVie Inc.,Virus,Over-the-Counter
Cefvir,Antidiabetic,Tablet,657 mg,AstraZeneca plc,Fever,Prescription
Cefphen,Antidiabetic,Inhaler,949 mg,Pfizer Inc.,Wound,Over-the-Counter
Cefvir,Antiseptic,Cream,505 mg,Eli Lilly and Company,Fungus,Prescription
Cefcillin,Antiseptic,Cream,492 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Cefprofen,Antidepressant,Drops,680 mg,Sanofi S.A.,Infection,Over-the-Counter
Metonazole,Antiseptic,Syrup,613 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Ibupromet,Analgesic,Syrup,248 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Clarimycin,Antifungal,Ointment,987 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetophen,Antidiabetic,Drops,214 mg,Eli Lilly and Company,Virus,Over-the-Counter
Amoxicillin,Antifungal,Drops,418 mg,Johnson & Johnson,Fungus,Prescription
Metocillin,Antifungal,Tablet,205 mg,Biogen Inc.,Wound,Prescription
Cefcillin,Antiseptic,Syrup,291 mg,Sanofi S.A.,Infection,Over-the-Counter
Cefvir,Analgesic,Cream,872 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Acetovir,Antiseptic,Drops,535 mg,Novartis AG,Wound,Prescription
Claristatin,Analgesic,Injection,321 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Metophen,Antidepressant,Syrup,980 mg,Amgen Inc.,Fungus,Prescription
Claristatin,Antidiabetic,Ointment,36 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Dolomycin,Antifungal,Drops,727 mg,Roche Holding AG,Virus,Over-the-Counter
Clarivir,Antiseptic,Syrup,960 mg,Roche Holding AG,Diabetes,Over-the-Counter
Clarivir,Antidepressant,Cream,516 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibuprovir,Antiseptic,Tablet,603 mg,Bayer AG,Fungus,Prescription
Dolovir,Antibiotic,Injection,264 mg,CSL Limited,Wound,Prescription
Dextronazole,Analgesic,Inhaler,116 mg,Novartis AG,Fungus,Over-the-Counter
Acetovir,Antidepressant,Tablet,58 mg,Amgen Inc.,Infection,Prescription
Claricillin,Antipyretic,Inhaler,327 mg,Bayer AG,Infection,Prescription
Dolophen,Antidiabetic,Inhaler,954 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Cefprofen,Analgesic,Inhaler,391 mg,Novartis AG,Virus,Prescription
Amoximycin,Antidiabetic,Inhaler,659 mg,AstraZeneca plc,Virus,Over-the-Counter
Claricillin,Analgesic,Drops,879 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Dolonazole,Antiviral,Injection,821 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Cefprofen,Antidiabetic,Inhaler,491 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Cefprofen,Analgesic,Ointment,338 mg,AbbVie Inc.,Pain,Prescription
Dolophen,Analgesic,Inhaler,351 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Ibupromet,Antibiotic,Tablet,671 mg,GlaxoSmithKline plc,Fungus,Prescription
Amoxiprofen,Antiseptic,Ointment,837 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Ibupromet,Antibiotic,Drops,719 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Metonazole,Antipyretic,Injection,418 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dolonazole,Antiseptic,Inhaler,404 mg,GlaxoSmithKline plc,Diabetes,Prescription
Ibuprovir,Antiseptic,Injection,975 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetoprofen,Analgesic,Syrup,192 mg,Pfizer Inc.,Fever,Prescription
Dolovir,Antidiabetic,Ointment,486 mg,Johnson & Johnson,Pain,Prescription
Metomet,Antibiotic,Tablet,516 mg,Novartis AG,Fungus,Over-the-Counter
Acetovir,Antiviral,Capsule,820 mg,AbbVie Inc.,Fever,Prescription
Dolomet,Antiseptic,Syrup,396 mg,AbbVie Inc.,Fungus,Over-the-Counter
Dolonazole,Analgesic,Cream,191 mg,Biogen Inc.,Wound,Prescription
Cefnazole,Analgesic,Capsule,35 mg,Eli Lilly and Company,Wound,Prescription
Acetovir,Antiviral,Tablet,789 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Cefnazole,Antiseptic,Syrup,823 mg,CSL Limited,Virus,Prescription
Dextronazole,Antidiabetic,Tablet,399 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Ibuprovir,Antiseptic,Capsule,621 mg,Johnson & Johnson,Pain,Over-the-Counter
Dextrocillin,Antipyretic,Tablet,319 mg,Biogen Inc.,Fever,Over-the-Counter
Dolomycin,Antidiabetic,Inhaler,38 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dolophen,Antipyretic,Ointment,859 mg,Bayer AG,Fungus,Over-the-Counter
Dextrocillin,Antiseptic,Drops,704 mg,Novartis AG,Fungus,Prescription
Amoxistatin,Analgesic,Syrup,957 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Ibuprophen,Antidiabetic,Capsule,405 mg,Roche Holding AG,Fungus,Over-the-Counter
Acetomycin,Antidepressant,Syrup,648 mg,Eli Lilly and Company,Fungus,Prescription
Dolophen,Antidiabetic,Cream,388 mg,Biogen Inc.,Wound,Over-the-Counter
Dolostatin,Antidiabetic,Ointment,960 mg,Roche Holding AG,Wound,Prescription
Ibupromycin,Antidepressant,Inhaler,526 mg,Biogen Inc.,Pain,Prescription
Clariphen,Analgesic,Drops,761 mg,GlaxoSmithKline plc,Virus,Prescription
Dolovir,Antidepressant,Tablet,277 mg,Roche Holding AG,Fever,Prescription
Ibupronazole,Analgesic,Syrup,741 mg,"Gilead Sciences, Inc.",Wound,Prescription
Cefnazole,Antipyretic,Inhaler,722 mg,"Gilead Sciences, Inc.",Depression,Prescription
Cefmet,Analgesic,Cream,985 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metophen,Antidiabetic,Inhaler,936 mg,Novo Nordisk A/S,Fever,Prescription
Cefstatin,Antibiotic,Drops,506 mg,"Merck & Co., Inc.",Infection,Prescription
Cefvir,Antiseptic,Tablet,309 mg,Johnson & Johnson,Depression,Prescription
Ibupromycin,Antifungal,Drops,453 mg,Sanofi S.A.,Virus,Over-the-Counter
Metoprofen,Antifungal,Tablet,937 mg,Sanofi S.A.,Fungus,Prescription
Cefprofen,Antidepressant,Drops,789 mg,Novo Nordisk A/S,Pain,Prescription
Cefmet,Antifungal,Tablet,268 mg,Sanofi S.A.,Fever,Prescription
Amoxivir,Antipyretic,Tablet,319 mg,AbbVie Inc.,Pain,Prescription
Metomycin,Antifungal,Tablet,534 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Dolostatin,Antidiabetic,Syrup,197 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibuprocillin,Antiseptic,Tablet,237 mg,Eli Lilly and Company,Fungus,Prescription
Cefprofen,Antibiotic,Inhaler,141 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Ibupronazole,Antibiotic,Tablet,831 mg,CSL Limited,Depression,Prescription
Dolomycin,Antifungal,Inhaler,914 mg,Pfizer Inc.,Fungus,Prescription
Dolostatin,Analgesic,Injection,329 mg,CSL Limited,Fungus,Over-the-Counter
Clarivir,Antiseptic,Cream,864 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibuproprofen,Antiseptic,Drops,97 mg,Pfizer Inc.,Fever,Prescription
Cefphen,Antibiotic,Cream,380 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Dolovir,Antiseptic,Drops,399 mg,Novartis AG,Pain,Over-the-Counter
Ibupromycin,Antipyretic,Cream,356 mg,Sanofi S.A.,Diabetes,Prescription
Acetonazole,Antiviral,Inhaler,622 mg,Eli Lilly and Company,Wound,Prescription
Amoximet,Antiseptic,Syrup,919 mg,Eli Lilly and Company,Wound,Prescription
Dextronazole,Antidiabetic,Inhaler,72 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibuprophen,Analgesic,Inhaler,714 mg,Roche Holding AG,Wound,Prescription
Dolovir,Antiseptic,Tablet,298 mg,GlaxoSmithKline plc,Diabetes,Prescription
Dextrovir,Antiviral,Drops,825 mg,Novartis AG,Infection,Prescription
Cefmycin,Antibiotic,Inhaler,318 mg,AbbVie Inc.,Pain,Prescription
Clarimet,Antifungal,Cream,975 mg,Johnson & Johnson,Fungus,Over-the-Counter
Cefmycin,Antidiabetic,Tablet,418 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Cefvir,Antidiabetic,Cream,311 mg,Roche Holding AG,Infection,Prescription
Dextroprofen,Antiseptic,Cream,940 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Cefmet,Antifungal,Ointment,724 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Dolophen,Analgesic,Syrup,594 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxiprofen,Antipyretic,Inhaler,1 mg,Johnson & Johnson,Fungus,Over-the-Counter
Clariprofen,Antidiabetic,Inhaler,724 mg,CSL Limited,Virus,Prescription
Acetostatin,Antidepressant,Syrup,687 mg,Bayer AG,Fungus,Prescription
Dextrocillin,Antipyretic,Ointment,857 mg,AbbVie Inc.,Depression,Prescription
Dextromet,Antidepressant,Tablet,496 mg,AstraZeneca plc,Infection,Over-the-Counter
Acetostatin,Antipyretic,Ointment,968 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Metomet,Antifungal,Tablet,777 mg,"Merck & Co., Inc.",Infection,Prescription
Acetoprofen,Antiviral,Injection,551 mg,Bayer AG,Fever,Over-the-Counter
Dolomet,Antipyretic,Drops,126 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
